AREA_NAME,YEAR,CATEGORY,AUTO_THEFT_COORDINATED,AUTO_THEFT_RECOVERED,AUTO_THEFT_STOLEN
ANDAMAN & NICOBAR ISLANDS,2001, CYCLES/ SCOOTERS,0,4,4
ANDHRA PRADESH,2001, CYCLES/ SCOOTERS,136,1311,2725
ARUNACHAL PRADESH,2001, CYCLES/ SCOOTERS,0,21,27
ASSAM,2001, CYCLES/ SCOOTERS,0,94,205
BIHAR,2001, CYCLES/ SCOOTERS,44,205,946
CHANDIGARH,2001, CYCLES/ SCOOTERS,0,107,281
CHHATTISGARH,2001, CYCLES/ SCOOTERS,0,338,790
DADRA & NAGAR HAVELI,2001, CYCLES/ SCOOTERS,0,4,12
DELHI,2001, CYCLES/ SCOOTERS,62,688,3185
GOA,2001, CYCLES/ SCOOTERS,9,68,152
GUJARAT,2001, CYCLES/ SCOOTERS,401,1345,4830
HARYANA,2001, CYCLES/ SCOOTERS,34,882,1967
HIMACHAL PRADESH,2001, CYCLES/ SCOOTERS,7,31,47
JAMMU & KASHMIR,2001, CYCLES/ SCOOTERS,1,81,460
JHARKHAND,2001, CYCLES/ SCOOTERS,10,38,211
KARNATAKA,2001, CYCLES/ SCOOTERS,183,993,3087
KERALA,2001, CYCLES/ SCOOTERS,47,300,1038
MADHYA PRADESH,2001, CYCLES/ SCOOTERS,0,1063,3756
MAHARASHTRA,2001, CYCLES/ SCOOTERS,653,1968,6244
MANIPUR,2001, CYCLES/ SCOOTERS,0,5,57
MEGHALAYA,2001, CYCLES/ SCOOTERS,0,5,22
MIZORAM,2001, CYCLES/ SCOOTERS,2,11,11
NAGALAND,2001, CYCLES/ SCOOTERS,0,15,53
ODISHA,2001, CYCLES/ SCOOTERS,22,222,778
PUDUCHERRY,2001, CYCLES/ SCOOTERS,136,136,281
PUNJAB,2001, CYCLES/ SCOOTERS,123,229,609
RAJASTHAN,2001, CYCLES/ SCOOTERS,58,628,3273
SIKKIM,2001, CYCLES/ SCOOTERS,2,2,2
TAMIL NADU,2001, CYCLES/ SCOOTERS,0,2523,3858
TRIPURA,2001, CYCLES/ SCOOTERS,0,3,10
UTTAR PRADESH,2001, CYCLES/ SCOOTERS,15,727,4046
UTTARAKHAND,2001, CYCLES/ SCOOTERS,0,60,236
WEST BENGAL,2001, CYCLES/ SCOOTERS,14,461,1904
ANDHRA PRADESH,2001, CAR/TAXI/JEEP,31,124,309
ARUNACHAL PRADESH,2001, CAR/TAXI/JEEP,0,6,9
ASSAM,2001, CAR/TAXI/JEEP,0,4,15
BIHAR,2001, CAR/TAXI/JEEP,7,43,175
CHANDIGARH,2001, CAR/TAXI/JEEP,0,90,206
CHHATTISGARH,2001, CAR/TAXI/JEEP,3,47,105
DADRA & NAGAR HAVELI,2001, CAR/TAXI/JEEP,0,1,2
DELHI,2001, CAR/TAXI/JEEP,113,1151,4075
GOA,2001, CAR/TAXI/JEEP,2,16,23
GUJARAT,2001, CAR/TAXI/JEEP,36,130,460
HARYANA,2001, CAR/TAXI/JEEP,32,457,843
HIMACHAL PRADESH,2001, CAR/TAXI/JEEP,4,60,87
JAMMU & KASHMIR,2001, CAR/TAXI/JEEP,0,55,169
JHARKHAND,2001, CAR/TAXI/JEEP,3,7,16
KARNATAKA,2001, CAR/TAXI/JEEP,43,183,597
KERALA,2001, CAR/TAXI/JEEP,17,132,499
MADHYA PRADESH,2001, CAR/TAXI/JEEP,0,118,289
MAHARASHTRA,2001, CAR/TAXI/JEEP,466,595,1960
MANIPUR,2001, CAR/TAXI/JEEP,0,1,6
MEGHALAYA,2001, CAR/TAXI/JEEP,0,4,20
MIZORAM,2001, CAR/TAXI/JEEP,1,5,5
NAGALAND,2001, CAR/TAXI/JEEP,0,14,64
ODISHA,2001, CAR/TAXI/JEEP,0,15,43
PUDUCHERRY,2001, CAR/TAXI/JEEP,1,1,3
PUNJAB,2001, CAR/TAXI/JEEP,94,184,502
RAJASTHAN,2001, CAR/TAXI/JEEP,11,160,570
SIKKIM,2001, CAR/TAXI/JEEP,0,2,4
TAMIL NADU,2001, CAR/TAXI/JEEP,0,126,197
UTTAR PRADESH,2001, CAR/TAXI/JEEP,18,366,1565
UTTARAKHAND,2001, CAR/TAXI/JEEP,0,31,132
WEST BENGAL,2001, CAR/TAXI/JEEP,0,251,499
ANDHRA PRADESH,2001, BUSES,0,3,5
ARUNACHAL PRADESH,2001, BUSES,0,0,0
ASSAM,2001, BUSES,0,0,0
BIHAR,2001, BUSES,0,0,0
CHANDIGARH,2001, BUSES,0,0,0
CHHATTISGARH,2001, BUSES,0,0,0
DELHI,2001, BUSES,0,14,37
GUJARAT,2001, BUSES,1,3,3
HARYANA,2001, BUSES,0,7,12
HIMACHAL PRADESH,2001, BUSES,0,1,1
JAMMU & KASHMIR,2001, BUSES,0,1,4
JHARKHAND,2001, BUSES,1,1,2
KARNATAKA,2001, BUSES,1,4,5
KERALA,2001, BUSES,0,25,42
MADHYA PRADESH,2001, BUSES,0,0,4
MAHARASHTRA,2001, BUSES,3,7,11
MEGHALAYA,2001, BUSES,0,1,1
MIZORAM,2001, BUSES,0,0,0
NAGALAND,2001, BUSES,0,0,0
ODISHA,2001, BUSES,0,0,0
PUNJAB,2001, BUSES,1,7,23
RAJASTHAN,2001, BUSES,0,32,41
TAMIL NADU,2001, BUSES,0,7,8
UTTAR PRADESH,2001, BUSES,0,6,17
UTTARAKHAND,2001, BUSES,0,1,1
WEST BENGAL,2001, BUSES,0,0,1
ANDHRA PRADESH,2001, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,1
ARUNACHAL PRADESH,2001, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,0
ASSAM,2001, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,0
BIHAR,2001, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,7
CHANDIGARH,2001, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,3,7
CHHATTISGARH,2001, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),2,8,8
DELHI,2001, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),3,33,122
GOA,2001, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,2,3
GUJARAT,2001, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),16,29,53
HARYANA,2001, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),3,57,71
HIMACHAL PRADESH,2001, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),1,6,10
JAMMU & KASHMIR,2001, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,0
JHARKHAND,2001, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),1,2,8
KARNATAKA,2001, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),5,23,65
KERALA,2001, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),3,20,58
MADHYA PRADESH,2001, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,5,19
MAHARASHTRA,2001, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),47,123,263
MEGHALAYA,2001, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,4,8
MIZORAM,2001, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,1,1
NAGALAND,2001, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,0
ODISHA,2001, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,4,6
PUNJAB,2001, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),9,32,83
RAJASTHAN,2001, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),9,35,71
TAMIL NADU,2001, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,18,22
UTTAR PRADESH,2001, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),2,11,29
UTTARAKHAND,2001, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,3,5
WEST BENGAL,2001, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,2
ANDHRA PRADESH,2001, OTHER MOTOR VEHICLES,12,42,75
ARUNACHAL PRADESH,2001, OTHER MOTOR VEHICLES,0,0,0
ASSAM,2001, OTHER MOTOR VEHICLES,0,51,218
BIHAR,2001, OTHER MOTOR VEHICLES,0,2,8
CHANDIGARH,2001, OTHER MOTOR VEHICLES,0,0,0
CHHATTISGARH,2001, OTHER MOTOR VEHICLES,21,22,39
DADRA & NAGAR HAVELI,2001, OTHER MOTOR VEHICLES,0,0,1
DELHI,2001, OTHER MOTOR VEHICLES,14,164,562
GUJARAT,2001, OTHER MOTOR VEHICLES,19,83,191
HARYANA,2001, OTHER MOTOR VEHICLES,10,107,227
HIMACHAL PRADESH,2001, OTHER MOTOR VEHICLES,0,0,0
JAMMU & KASHMIR,2001, OTHER MOTOR VEHICLES,0,0,0
JHARKHAND,2001, OTHER MOTOR VEHICLES,0,0,2
KARNATAKA,2001, OTHER MOTOR VEHICLES,19,45,109
KERALA,2001, OTHER MOTOR VEHICLES,3,36,158
MADHYA PRADESH,2001, OTHER MOTOR VEHICLES,0,81,255
MAHARASHTRA,2001, OTHER MOTOR VEHICLES,31,249,409
MANIPUR,2001, OTHER MOTOR VEHICLES,0,1,8
MEGHALAYA,2001, OTHER MOTOR VEHICLES,0,3,6
MIZORAM,2001, OTHER MOTOR VEHICLES,1,1,3
NAGALAND,2001, OTHER MOTOR VEHICLES,0,1,2
ODISHA,2001, OTHER MOTOR VEHICLES,0,103,184
PUNJAB,2001, OTHER MOTOR VEHICLES,16,39,53
RAJASTHAN,2001, OTHER MOTOR VEHICLES,0,48,84
TAMIL NADU,2001, OTHER MOTOR VEHICLES,0,84,175
UTTAR PRADESH,2001, OTHER MOTOR VEHICLES,0,67,133
WEST BENGAL,2001, OTHER MOTOR VEHICLES,2,79,173
ANDAMAN & NICOBAR ISLANDS,2002, CYCLES/ SCOOTERS,1,1,2
ANDHRA PRADESH,2002, CYCLES/ SCOOTERS,12,1420,3025
ARUNACHAL PRADESH,2002, CYCLES/ SCOOTERS,0,19,49
ASSAM,2002, CYCLES/ SCOOTERS,0,115,485
BIHAR,2002, CYCLES/ SCOOTERS,13,197,996
CHANDIGARH,2002, CYCLES/ SCOOTERS,0,126,328
CHHATTISGARH,2002, CYCLES/ SCOOTERS,0,244,752
DADRA & NAGAR HAVELI,2002, CYCLES/ SCOOTERS,0,19,31
DAMAN & DIU,2002, CYCLES/ SCOOTERS,0,16,32
DELHI,2002, CYCLES/ SCOOTERS,111,665,3291
GOA,2002, CYCLES/ SCOOTERS,1,32,138
GUJARAT,2002, CYCLES/ SCOOTERS,254,1325,5318
HARYANA,2002, CYCLES/ SCOOTERS,0,881,1920
HIMACHAL PRADESH,2002, CYCLES/ SCOOTERS,4,39,63
JAMMU & KASHMIR,2002, CYCLES/ SCOOTERS,3,94,270
JHARKHAND,2002, CYCLES/ SCOOTERS,4,57,597
KARNATAKA,2002, CYCLES/ SCOOTERS,190,1020,3376
KERALA,2002, CYCLES/ SCOOTERS,35,373,1272
MADHYA PRADESH,2002, CYCLES/ SCOOTERS,66,1285,4225
MAHARASHTRA,2002, CYCLES/ SCOOTERS,172,2098,6777
MANIPUR,2002, CYCLES/ SCOOTERS,0,9,98
MEGHALAYA,2002, CYCLES/ SCOOTERS,0,6,31
MIZORAM,2002, CYCLES/ SCOOTERS,0,17,18
NAGALAND,2002, CYCLES/ SCOOTERS,0,12,89
ODISHA,2002, CYCLES/ SCOOTERS,32,307,784
PUDUCHERRY,2002, CYCLES/ SCOOTERS,0,44,249
PUNJAB,2002, CYCLES/ SCOOTERS,203,310,725
RAJASTHAN,2002, CYCLES/ SCOOTERS,30,714,3696
TAMIL NADU,2002, CYCLES/ SCOOTERS,44,2934,4319
TRIPURA,2002, CYCLES/ SCOOTERS,0,63,71
UTTAR PRADESH,2002, CYCLES/ SCOOTERS,7,934,4126
UTTARAKHAND,2002, CYCLES/ SCOOTERS,0,64,253
WEST BENGAL,2002, CYCLES/ SCOOTERS,64,423,2704
ANDHRA PRADESH,2002, CAR/TAXI/JEEP,0,117,190
ARUNACHAL PRADESH,2002, CAR/TAXI/JEEP,0,2,2
ASSAM,2002, CAR/TAXI/JEEP,0,7,22
BIHAR,2002, CAR/TAXI/JEEP,6,57,122
CHANDIGARH,2002, CAR/TAXI/JEEP,0,101,286
CHHATTISGARH,2002, CAR/TAXI/JEEP,0,45,128
DADRA & NAGAR HAVELI,2002, CAR/TAXI/JEEP,0,1,6
DAMAN & DIU,2002, CAR/TAXI/JEEP,0,3,4
DELHI,2002, CAR/TAXI/JEEP,102,880,3632
GOA,2002, CAR/TAXI/JEEP,0,5,8
GUJARAT,2002, CAR/TAXI/JEEP,29,172,565
HARYANA,2002, CAR/TAXI/JEEP,0,410,780
HIMACHAL PRADESH,2002, CAR/TAXI/JEEP,8,41,67
JAMMU & KASHMIR,2002, CAR/TAXI/JEEP,3,95,308
JHARKHAND,2002, CAR/TAXI/JEEP,0,43,104
KARNATAKA,2002, CAR/TAXI/JEEP,32,153,523
KERALA,2002, CAR/TAXI/JEEP,10,207,623
MADHYA PRADESH,2002, CAR/TAXI/JEEP,3,126,318
MAHARASHTRA,2002, CAR/TAXI/JEEP,68,497,1931
MANIPUR,2002, CAR/TAXI/JEEP,0,4,16
MEGHALAYA,2002, CAR/TAXI/JEEP,0,4,20
MIZORAM,2002, CAR/TAXI/JEEP,0,11,11
NAGALAND,2002, CAR/TAXI/JEEP,0,6,50
ODISHA,2002, CAR/TAXI/JEEP,4,19,45
PUDUCHERRY,2002, CAR/TAXI/JEEP,0,4,5
PUNJAB,2002, CAR/TAXI/JEEP,171,236,477
RAJASTHAN,2002, CAR/TAXI/JEEP,19,178,594
SIKKIM,2002, CAR/TAXI/JEEP,0,5,5
TAMIL NADU,2002, CAR/TAXI/JEEP,2,120,158
TRIPURA,2002, CAR/TAXI/JEEP,0,1,1
UTTAR PRADESH,2002, CAR/TAXI/JEEP,2,440,1385
UTTARAKHAND,2002, CAR/TAXI/JEEP,0,33,97
WEST BENGAL,2002, CAR/TAXI/JEEP,64,211,586
ANDHRA PRADESH,2002, BUSES,0,5,5
ASSAM,2002, BUSES,0,0,0
BIHAR,2002, BUSES,0,0,0
CHHATTISGARH,2002, BUSES,0,0,0
DAMAN & DIU,2002, BUSES,0,0,0
DELHI,2002, BUSES,4,10,27
GOA,2002, BUSES,0,1,1
GUJARAT,2002, BUSES,1,4,36
HARYANA,2002, BUSES,0,11,16
HIMACHAL PRADESH,2002, BUSES,0,0,0
JAMMU & KASHMIR,2002, BUSES,0,5,5
KARNATAKA,2002, BUSES,0,1,1
KERALA,2002, BUSES,2,10,19
MADHYA PRADESH,2002, BUSES,0,9,15
MAHARASHTRA,2002, BUSES,1,6,13
MEGHALAYA,2002, BUSES,0,0,0
NAGALAND,2002, BUSES,0,0,0
ODISHA,2002, BUSES,0,0,0
PUNJAB,2002, BUSES,1,5,5
RAJASTHAN,2002, BUSES,0,22,29
TAMIL NADU,2002, BUSES,0,1,2
UTTAR PRADESH,2002, BUSES,1,19,25
WEST BENGAL,2002, BUSES,0,0,8
ANDHRA PRADESH,2002, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,7,7
ASSAM,2002, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,0
BIHAR,2002, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,8,9
CHANDIGARH,2002, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,3,3
CHHATTISGARH,2002, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,3,3
DAMAN & DIU,2002, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,0
DELHI,2002, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),19,94,227
GOA,2002, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,3,4
GUJARAT,2002, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),11,17,45
HARYANA,2002, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,83,106
HIMACHAL PRADESH,2002, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,12,20
JAMMU & KASHMIR,2002, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,13,26
KARNATAKA,2002, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),7,23,40
KERALA,2002, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),2,7,18
MADHYA PRADESH,2002, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,0
MAHARASHTRA,2002, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),18,107,184
MEGHALAYA,2002, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,1,2
NAGALAND,2002, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,3
ODISHA,2002, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,0,0
PUNJAB,2002, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),41,51,80
RAJASTHAN,2002, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),1,38,55
TAMIL NADU,2002, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,15,20
UTTAR PRADESH,2002, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),0,27,44
WEST BENGAL,2002, GOODS CARRYING VEHICLES (TRUCKS/TEMPO ETC),2,4,37
ANDHRA PRADESH,2002, OTHER MOTOR VEHICLES,1,152,223
ASSAM,2002, OTHER MOTOR VEHICLES,0,48,173
BIHAR,2002, OTHER MOTOR VEHICLES,0,6,21
CHANDIGARH,2002, OTHER MOTOR VEHICLES,0,0,0
CHHATTISGARH,2002, OTHER MOTOR VEHICLES,0,29,243
DAMAN & DIU,2002, OTHER MOTOR VEHICLES,0,0,0
DELHI,2002, OTHER MOTOR VEHICLES,22,57,427
GUJARAT,2002, OTHER MOTOR VEHICLES,41,110,292
HARYANA,2002, OTHER MOTOR VEHICLES,0,118,232
HIMACHAL PRADESH,2002, OTHER MOTOR VEHICLES,0,1,2
JAMMU & KASHMIR,2002, OTHER MOTOR VEHICLES,3,22,55
JHARKHAND,2002, OTHER MOTOR VEHICLES,0,14,17
KARNATAKA,2002, OTHER MOTOR VEHICLES,38,115,341
KERALA,2002, OTHER MOTOR VEHICLES,10,14,46
MADHYA PRADESH,2002, OTHER MOTOR VEHICLES,9,103,287
MAHARASHTRA,2002, OTHER MOTOR VEHICLES,12,152,225
MANIPUR,2002, OTHER MOTOR VEHICLES,0,2,5
MEGHALAYA,2002, OTHER MOTOR VEHICLES,0,1,5
MIZORAM,2002, OTHER MOTOR VEHICLES,0,2,2
NAGALAND,2002, OTHER MOTOR VEHICLES,0,8,19
ODISHA,2002, OTHER MOTOR VEHICLES,27,32,199
PUDUCHERRY,2002, OTHER MOTOR VEHICLES,0,4,4
PUNJAB,2002, OTHER MOTOR VEHICLES,29,42,58
RAJASTHAN,2002, OTHER MOTOR VEHICLES,2,39,59
TAMIL NADU,2002, OTHER MOTOR VEHICLES,2,135,178
TRIPURA,2002, OTHER MOTOR VEHICLES,0,0,1
UTTAR PRADESH,2002, OTHER MOTOR VEHICLES,0,58,109
UTTARAKHAND,2002, OTHER MOTOR VEHICLES,0,1,2
WEST BENGAL,2002, OTHER MOTOR VEHICLES,0,43,103
ANDAMAN & NICOBAR ISLANDS,2003, CYCLES/ SCOOTERS,0,2,3
ANDHRA PRADESH,2003, CYCLES/ SCOOTERS,38,1636,3865
ARUNACHAL PRADESH,2003, CYCLES/ SCOOTERS,0,11,49
ASSAM,2003, CYCLES/ SCOOTERS,0,58,497
BIHAR,2003, CYCLES/ SCOOTERS,16,243,1183
CHANDIGARH,2003, CYCLES/ SCOOTERS,0,131,274
CHHATTISGARH,2003, CYCLES/ SCOOTERS,0,325,752
DADRA & NAGAR HAVELI,2003, CYCLES/ SCOOTERS,0,4,10
DAMAN & DIU,2003, CYCLES/ SCOOTERS,5,8,26
DELHI,2003, CYCLES/ SCOOTERS,257,586,3360
GOA,2003, CYCLES/ SCOOTERS,2,39,124
GUJARAT,2003, CYCLES/ SCOOTERS,347,1770,6131
HARYANA,2003, CYCLES/ SCOOTERS,80,929,1989
HIMACHAL PRADESH,2003, CYCLES/ SCOOTERS,1,31,78
JAMMU & KASHMIR,2003, CYCLES/ SCOOTERS,5,73,301
JHARKHAND,2003, CYCLES/ SCOOTERS,0,24,137
KARNATAKA,2003, CYCLES/ SCOOTERS,93,1040,3597
KERALA,2003, CYCLES/ SCOOTERS,1,440,1070
LAKSHADWEEP,2003, CYCLES/ SCOOTERS,1,1,1
MADHYA PRADESH,2003, CYCLES/ SCOOTERS,0,1266,4291
MAHARASHTRA,2003, CYCLES/ SCOOTERS,597,2116,7078
MANIPUR,2003, CYCLES/ SCOOTERS,0,4,107
MEGHALAYA,2003, CYCLES/ SCOOTERS,0,8,41
MIZORAM,2003, CYCLES/ SCOOTERS,0,29,31
NAGALAND,2003, CYCLES/ SCOOTERS,0,46,197
ODISHA,2003, CYCLES/ SCOOTERS,94,248,752
PUDUCHERRY,2003, CYCLES/ SCOOTERS,63,63,284
PUNJAB,2003, CYCLES/ SCOOTERS,206,327,818
RAJASTHAN,2003, CYCLES/ SCOOTERS,37,820,4482
TAMIL NADU,2003, CYCLES/ SCOOTERS,1107,3013,4317
TRIPURA,2003, CYCLES/ SCOOTERS,0,6,52
UTTAR PRADESH,2003, CYCLES/ SCOOTERS,21,920,3376
UTTARAKHAND,2003, CYCLES/ SCOOTERS,0,83,269
WEST BENGAL,2003, CYCLES/ SCOOTERS,29,374,2049
ANDAMAN & NICOBAR ISLANDS,2003, CAR/TAXI/JEEP,0,0,1
ANDHRA PRADESH,2003, CAR/TAXI/JEEP,2,127,366
ARUNACHAL PRADESH,2003, CAR/TAXI/JEEP,0,1,1
ASSAM,2003, CAR/TAXI/JEEP,0,67,210
BIHAR,2003, CAR/TAXI/JEEP,7,32,118
CHANDIGARH,2003, CAR/TAXI/JEEP,0,149,284
CHHATTISGARH,2003, CAR/TAXI/JEEP,0,45,101
DADRA & NAGAR HAVELI,2003, CAR/TAXI/JEEP,0,4,4
DAMAN & DIU,2003, CAR/TAXI/JEEP,0,1,1
DELHI,2003, CAR/TAXI/JEEP,184,625,3626
GOA,2003, CAR/TAXI/JEEP,0,2,8
GUJARAT,2003, CAR/TAXI/JEEP,52,370,661
HARYANA,2003, CAR/TAXI/JEEP,33,363,784
HIMACHAL PRADESH,2003, CAR/TAXI/JEEP,1,48,92
JAMMU & KASHMIR,2003, CAR/TAXI/JEEP,2,53,206
JHARKHAND,2003, CAR/TAXI/JEEP,0,66,191
KARNATAKA,2003, CAR/TAXI/JEEP,1,116,351
KERALA,2003, CAR/TAXI/JEEP,0,170,512
MADHYA PRADESH,2003, CAR/TAXI/JEEP,0,379,714
MAHARASHTRA,2003, CAR/TAXI/JEEP,170,446,1855
MANIPUR,2003, CAR/TAXI/JEEP,0,7,13
MEGHALAYA,2003, CAR/TAXI/JEEP,0,9,61
MIZORAM,2003, CAR/TAXI/JEEP,0,20,20
NAGALAND,2003, CAR/TAXI/JEEP,0,4,15
ODISHA,2003, CAR/TAXI/JEEP,4,22,66
PUDUCHERRY,2003, CAR/TAXI/JEEP,0,0,7
PUNJAB,2003, CAR/TAXI/JEEP,105,169,457
